Facility Owner,Count,% of Total,Search Company Name
Stena Fastigheter AB,1,0.01,Stena Fastigheter
INTIC,1,0.01,INTIC
STC BAHRAIN BSC CLOSED VIVA,1,0.01,STC BAHRAIN BSC CLOSED VIVA
Datacentred Limited,1,0.01,Datacentred
The9 Limited,1,0.01,The9
M.A.C Solutions (UK) Ltd.,1,0.01,M.A.C Solutions
APIO,1,0.01,APIO
Icolo Ltd.,1,0.01,Icolo
ISI Colocation Services,1,0.01,ISI Colocation Services
Your Choice 4 CA,1,0.01,Your Choice 4 CA
Marka,1,0.01,Marka
I.C.E Datacenters,1,0.01,I.C.E Datacenters
Medafrica Systems,1,0.01,Medafrica Systems
Hostmein IKE,1,0.01,Hostmein IKE
Fermi Inc.,1,0.01,Fermi
Matrix NAP,1,0.01,Matrix NAP
Maxnet,1,0.01,Maxnet
"Martin Avenue Properties, LLC",1,0.01,Martin Avenue Properties
Arsenal Digital Mining LLC,1,0.01,Arsenal Digital Mining
Litewire,1,0.01,Litewire
Pt Tangara Mitrakom,1,0.01,Pt Tangara Mitrakom
Albany Engineering Corp.,1,0.01,Albany Engineering
Alphacloud Nv,1,0.01,Alphacloud
Data Center West,1,0.01,Data Center West
Mediaflog,1,0.01,Mediaflog
Medyabim Internet,1,0.01,Medyabim Internet
"Troy City Internet Exchange, Inc.",1,0.01,Troy City Internet Exchange
Beauce Sans-Fil,1,0.01,Beauce Sans-Fil
"Meitetsucom Co., Ltd.",1,0.01,Meitetsucom
Etrunk Technologies Inc,1,0.01,Etrunk Technologies
Epsilon Data Centre,1,0.01,Epsilon Data Centre
Hatten Land Limited,1,0.01,Hatten Land
Ip Exchange Gmbh,1,0.01,Ip Exchange
OMNIconnect Pty Ltd,1,0.01,OMNIconnect
"Satcom Direct, Inc.",1,0.01,Satcom Direct
HIAG Immobilien Holding AG,1,0.01,HIAG Immobilien
Jaba Satellite Communications,1,0.01,Jaba Satellite Communications
Volcano Energy,1,0.01,Volcano Energy
Sovereign Data Connect Ltd.,1,0.01,Sovereign Data Connect
Advanced Medio Matrix,1,0.01,Advanced Medio Matrix
"Layer 9 Data Centers, LLC",1,0.01,Layer 9 Data Centers
OSINet Communications,1,0.01,OSINet Communications
Megacable Comunicaciones De Mexico Sa De C.V.,1,0.01,Megacable Comunicaciones De Mexico
Digiport Miami LLC,1,0.01,Digiport Miami
FortaTrust USA Corporation,1,0.01,FortaTrust USA
Miami Data Vault,1,0.01,Miami Data Vault
Miami-Connect,1,0.01,Miami-Connect
"Vault Networks, Inc.",1,0.01,Vault Networks
Cloud South Inc,1,0.01,Cloud South
Redivider Blockchain Opportunity Zone Fund LLC,1,0.01,Redivider Blockchain Opportunity Zone Fund
"Ruixiang Electronic Science & Technology (Shandong) Co., Ltd.",1,0.01,Ruixiang Electronic Science and Technology
"Alliance Cloud Services, LLC",1,0.01,Alliance Cloud Services
Mikrografija D.o.o.,1,0.01,Mikrografija
Migration Solutions Ltd,1,0.01,Migration Solutions
Mikipro,1,0.01,Mikipro
Rmm Solutions Inc.,1,0.01,Rmm Solutions
SecureConnect Inc.,1,0.01,SecureConnect
Honeycomb Internet Services,1,0.01,Honeycomb Internet Services
Implex Corp.,1,0.01,Implex
Sandwich Internet Corp.,1,0.01,Sandwich Internet
"Network Medics, Inc.",1,0.01,Network Medics
Server Tune,1,0.01,Server Tune
US Internet Corp.,1,0.01,US Internet
Velocity Telephone,1,0.01,Velocity Telephone
ExcellIT,1,0.01,ExcellIT
HyperBlock Inc.,1,0.01,HyperBlock
Mitani Sangyo K.K.,1,0.01,Mitani Sangyo
Australian Pacific Data Centres Pty Ltd,1,0.01,Australian Pacific Data Centres
Mitues,1,0.01,Mitues
PMB Holdings Ltd.,1,0.01,PMB
Ayera Technologies Inc.,1,0.01,Ayera Technologies
Telis Group,1,0.01,Telis Group
Marion Energy LLC,1,0.01,Marion Energy
Grid Share,1,0.01,Grid Share
MSI,1,0.01,MSI
Serveris,1,0.01,Serveris
"Grupo Financiero Banorte, S.A.B. de C.V.",1,0.01,"Grupo Financiero Banorte, S"
Hosting Data Center 34,1,0.01,Hosting Data Center 34
QITX INC,1,0.01,QITX
Aspen Creek Digital Corporation,1,0.01,Aspen Creek Digital
Francesco Moresi SA,1,0.01,Francesco Moresi
Morristown Utility Commission,1,0.01,Morristown Utility Commission
Russian Mining Company,1,0.01,Russian Mining
1GHS,1,0.01,1GHS
BitHive,1,0.01,BitHive
GreenChain Technologies,1,0.01,GreenChain Technologies
Promminer,1,0.01,Promminer
UMC Moscow,1,0.01,UMC Moscow
Contell,1,0.01,Contell
RUVDS,1,0.01,RUVDS
Netrix LLC,1,0.01,Netrix
Mari Energies Limited,1,0.01,Mari Energies
Media Stream AI,1,0.01,Media Stream AI
Digital Network,1,0.01,Digital Network
Cit@enet,1,0.01,Cit@enet
Albatros Informatique,1,0.01,Albatros Informatique
Enovum Data Centers Corp,1,0.01,Enovum Data Centers
"Mobile TeleSystems, JLLC",1,0.01,MTS
Princeton Digital Group (Singapore) Pte. Limited/Mindspace Business Parks REIT,1,0.01,Princeton Digital Group
EMC Home of Data GmbH,1,0.01,EMC Home of Data
"HNS Partners, LLC",1,0.01,HNS Partners
Everyondr Capital Advisors Private Limited,1,0.01,Everyondr Capital Advisors
"InfoStructure Solutions, Inc.",1,0.01,InfoStructure Solutions
Data Suites Murfreesboro,1,0.01,Data Suites Murfreesboro
Polaris Technology Inc.,1,0.01,Polaris Technology
MYP Proveidor Serveis Internet,1,0.01,MYP Proveidor Serveis Internet
NacSpace,1,0.01,NacSpace
Hana Asset,1,0.01,Hana Asset
Fenghuo Cloud,1,0.01,Fenghuo Cloud
Jiangsu Phoenix Publishing & Media Corporation Limited,1,0.01,Jiangsu Phoenix Publishing and Media
Nano.lv,1,0.01,Nano.lv
"JinFu Technology Co., Ltd.",1,0.01,JinFu Technology
NAP Colombia,1,0.01,NAP Colombia
Joint Stock Company Glori,1,0.01,Joint Stock Company Glori
Archer Datacenters,1,0.01,Archer Datacenters
"Whiting Building, LLC",1,0.01,Whiting Building
Nashua Nest,1,0.01,Nashua Nest
Nasstar plc,1,0.01,Nasstar
Sumec,1,0.01,Sumec
Aos Ltd,1,0.01,Aos
Zimbabwe,1,0.01,Zimbabwe
Royal Science and Technology Park (RSTP),1,0.01,Royal Science and Technology Park
"Charter Communications, Inc.",1,0.01,Charter Communications
National Information Technology Authority-Uganda,1,0.01,National Information Technology Authority-Uganda
NAV Communications,1,0.01,NAV Communications
Navlink S.a.,1,0.01,Navlink
PT Prestasi Piranti Informasi,1,0.01,PT Prestasi Piranti Informasi
Nigsun Limited,1,0.01,Nigsun
NetOne IT,1,0.01,NetOne IT
Useable Net,1,0.01,Useable Net
Neocom A.D.,1,0.01,Neocom A.D
Net-Build Immo Gmbh,1,0.01,Net-Build Immo
Netdirekt,1,0.01,Netdirekt
NetFactor Telekomunikasyon A.S.,1,0.01,NetFactor Telekomunikasyon
NetGroup Inc.,1,0.01,NetGroup
Netic A/s,1,0.01,Netic A/s
Netiwan Group,1,0.01,Netiwan Group
Netinternet Bilgisayar Telekomünikasyon San. ve Tic. Ltd. Sti.,1,0.01,Netinternet Bilgisayar Telekomünikasyon San. ve Tic. Ltd. Sti
NetNam Company,1,0.01,NetNam
NETPOINT,1,0.01,NETPOINT
Pozitif Bilisim Hizm. ve Tic. A.S.,1,0.01,Pozitif Bilisim Hizm. ve Tic
NetSat,1,0.01,NetSat
Nuetel Communications SPC,1,0.01,Nuetel Communications SPC
Neutral Data Center,1,0.01,Neutral Data Center
NIXVAL,1,0.01,NIXVAL
Neutron,1,0.01,Neutron
Green Harbor,1,0.01,Green Harbor
"PCM, Inc.",1,0.01,PCM
Hong Kong Science and Technology Parks Corporation,1,0.01,Hong Kong Science and Technology Parks
DivcoWest,1,0.01,DivcoWest
Cyberfort Group Limited,1,0.01,Cyberfort Group
Inticon,1,0.01,Inticon
NEXLINX (Pvt.) Ltd,1,0.01,NEXLINX
Optus 916. GmbH,1,0.01,Optus 916
alstria office AG,1,0.01,alstria office
NFSi Telecom,1,0.01,NFSi Telecom
GFH Financial Group BSC,1,0.01,GFH Financial Group BSC
TISPA Tanzania Internet Service Providers Association,1,0.01,TISPA Tanzania Internet Service Providers Association
Databalance Services B.V.,1,0.01,Databalance Services
Kresco Finance S.A.-Spf,1,0.01,Kresco Finance S.A.-Spf
"BroadBased Communications, Inc.",1,0.01,BroadBased Communications
PCCW-HKT Limited,1,0.01,PCCW-HKT
Digital Residence,1,0.01,Digital Residence
Nikko Company,1,0.01,Nikko
Chaoxun Communication,1,0.01,Chaoxun Communication
Nd Net Aps,1,0.01,Nd Net
"On-Ramp Indiana, Inc.",1,0.01,On-Ramp Indiana
NOCPERU,1,0.01,NOCPERU
Canaan Inc.,1,0.01,Canaan
Nodex,1,0.01,Nodex
O.Y. Nofar Energy Ltd,1,0.01,O.Y. Nofar Energy
Nordata,1,0.01,Nordata
Nordjydsk IT Service,1,0.01,Nordjydsk IT Service
"Netwurx, Inc.",1,0.01,Netwurx
Internet Engineering Limited,1,0.01,Internet Engineering
Comwave,1,0.01,Comwave
COWA,1,0.01,COWA
Nostrum Group,1,0.01,Nostrum Group
Space Data Centres Ltd,1,0.01,Space Data Centres
Cwcs Managed Hosting Limited,1,0.01,Cwcs Managed Hosting
SDIN LLC,1,0.01,SDIN
Novatel EOOD,1,0.01,Novatel EOOD
Novokom,1,0.01,Novokom
EFICOM-Sinersio S.A.,1,0.01,EFICOM-Sinersio
Ns3 S.R.L.,1,0.01,Ns3
NetShop Internet Services Ltd,1,0.01,NetShop Internet Services
Norwegian University of Science and Technology,1,0.01,Norwegian University of Science and Technology
Nexis Inti Persada,1,0.01,Nexis Inti Persada
"NxN Datacenters, S.L.",1,0.01,"NxN Datacenters, S.L"
Primus,1,0.01,Primus
Lam Cloud Management Llc,1,0.01,Lam Cloud Management
Opti9 Technologies LLC,1,0.01,Opti9 Technologies
"Highstreet IT Solutions, LLC",1,0.01,Highstreet IT Solutions
"Gotham, Inc.",1,0.01,Gotham
"Hammer Communications, LLC",1,0.01,Hammer Communications
Thorn Communications Inc.,1,0.01,Thorn Communications
Grupo Aire,1,0.01,Grupo Aire
Obenetwork Ab,1,0.01,Obenetwork
Kamp Netzwerkdienste Gmbh,1,0.01,Kamp Netzwerkdienste
"Obit, Ooo",1,0.01,Obit
Open Connect Limited,1,0.01,Open Connect
Data Protectors,1,0.01,Data Protectors
"MIDCON Data Services, LLC.",1,0.01,MIDCON Data Services
"Rack59, Llc",1,0.01,Rack59
Omadata Surabaya Data Center,1,0.01,Omadata Surabaya Data Center
Oceinde,1,0.01,Oceinde
Ukrnames LLC,1,0.01,Ukrnames
African Infrastructure Investment Managers (Pty) Ltd.,1,0.01,African Infrastructure Investment Managers
Ontario Datacenter,1,0.01,Ontario Datacenter
Opciones,1,0.01,Opciones
"Montana Opticom, LLC",1,0.01,Montana Opticom
Optizon,1,0.01,Optizon
Rcg International,1,0.01,Rcg International
Orange Maroc,1,0.01,Orange Maroc
"Frontline Data Services, Inc.",1,0.01,Frontline Data Services
Orbit Telekom,1,0.01,Orbit Telekom
"Ace Data Centers, Inc.",1,0.01,Ace Data Centers
"Voonami, LLC",1,0.01,Voonami
"R.E. Stafford, Inc.",1,0.01,R.E. Stafford
Panasonic Holdings Corporation,1,0.01,Panasonic
CyrusOne KEP,1,0.01,CyrusOne
"NCI Systems Integration, Inc.",1,0.01,NCI Systems Integration
"Mitsui & Co., Ltd./Fidelity Investments",1,0.01,"Mitsui and Co., Ltd./Fidelity Investments"
ESR/Colt Data Centre Services UK Limited,1,0.01,Colt DCS
RTCloud,1,0.01,RTCloud
MediaDate,1,0.01,MediaDate
OTTColo,1,0.01,OTTColo
Oulun Datacenter Oy,1,0.01,Oulun Datacenter
OVERSUN-MERCURY Ltd,1,0.01,OVERSUN-MERCURY
Oyster Telecom,1,0.01,Oyster Telecom
"Chirisa Technology Parks/Machine Investment Group, LP",1,0.01,Chirisa Technology Parks/Machine Investment Group
Vegasystems Gmbh & Co. Kg,1,0.01,Vegasystems Gmbh and Co. Kg
VSIX,1,0.01,VSIX
Nehos S.r.l.,1,0.01,Nehos
Griffin Blockchain Services,1,0.01,Griffin Blockchain Services
Open Hub Med scarl,1,0.01,Open Hub Med scarl
"Skae Power Solutions, Llc",1,0.01,Skae Power Solutions
Panattoni Development Europe Sp z o.o.,1,0.01,Panattoni Development Europe
Panchshil Realty and Developers Private Limited,1,0.01,Panchshil Realty and Developers
Defense Datacenter,1,0.01,Defense Datacenter
Global SP,1,0.01,Global SP
Options Technology Limited,1,0.01,Options Technology
Ante Mediam,1,0.01,Ante Mediam
"Matan Companies, LLLP",1,0.01,"Matan Companies, LLLP"
"Parsec Data Management, Inc.",1,0.01,Parsec Data Management
University of naples parthenope,1,0.01,University of naples parthenope
IT Professional Services Limited,1,0.01,IT Professional Services
Yunio,1,0.01,Yunio
Yesjing,1,0.01,Yesjing
Sprint,1,0.01,Sprint
"Data Concepts, Inc.",1,0.01,Data Concepts
Technologiezentrum Perg GmbH,1,0.01,Technologiezentrum Perg
IBMM,1,0.01,IBMM
CNC,1,0.01,CNC
Santa Monica Networks SIA,1,0.01,Santa Monica Networks SIA
Baltcom,1,0.01,Baltcom
"Dc West, Llc",1,0.01,Dc West
Peru IX,1,0.01,Peru IX
Triple C,1,0.01,Triple C
Digital Realty Mivne,1,0.01,Digital Realty
CRF Computer Recovery Facility,1,0.01,CRF Computer Recovery Facility
PeterStar,1,0.01,PeterStar
Minto,1,0.01,Minto
Thin-nology LLC,1,0.01,Thin-nology
"Birch Infrastructure, PBLLC",1,0.01,"Birch Infrastructure, PBLLC"
Westbank Corp/PG&E Corporation,1,0.01,Westbank Corp/PG and E
Direct LTx,1,0.01,Direct LTx
Necessary Resources,1,0.01,Necessary Resources
"Razor Servers, Inc.",1,0.01,Razor Servers
"Keystone NAP, LLC",1,0.01,Keystone NAP
3607 Broadway Realty Associates,1,0.01,3607 Broadway Realty Associates
"Fibertech Networks, L.L.C.",1,0.01,Fibertech Networks
"ClearDATA Networks, Inc.",1,0.01,ClearDATA Networks
"Nexus Technologies, Inc.",1,0.01,Nexus Technologies
Saddleback Communications,1,0.01,Saddleback Communications
University of Phoenix,1,0.01,University of Phoenix
Phocea DC,1,0.01,Phocea DC
Naquadria Srl,1,0.01,Naquadria
Bare Metal Pittsburgh,1,0.01,Bare Metal Pittsburgh
"pair Networks, Inc.",1,0.01,pair Networks
"Sierra Technologies, Inc.",1,0.01,Sierra Technologies
"Teraswitch, Inc.",1,0.01,Teraswitch
"Northern Data US DCI Holdco, LLC",1,0.01,Northern Data
Ascent Data,1,0.01,Ascent Data
"Pixel Factory Data Center, Inc.",1,0.01,Pixel Factory Data Center
MyTelehaus Sdn Bhd,1,0.01,MyTelehaus
Planet IC GmbH,1,0.01,Planet IC
Planetahost,1,0.01,Planetahost
"Zafra, LLC",1,0.01,Zafra
Axarnet Comunicaciones SL,1,0.01,Axarnet Comunicaciones SL
Plus communications,1,0.01,Plus communications
PLUS4WEB,1,0.01,PLUS4WEB
Lokia Oy,1,0.01,Lokia
Congo Telecom,1,0.01,Congo Telecom
"Lightpoint Colocation & Hosting, LLC",1,0.01,Lightpoint Colocation and Hosting
"Spire Technologies, Inc.",1,0.01,Spire Technologies
"Sterling Communications, Inc.",1,0.01,Sterling Communications
Adentro,1,0.01,Adentro
Netcentrics,1,0.01,Netcentrics
Elite Limited,1,0.01,Elite
PortTelecom,1,0.01,PortTelecom
Power Grid Corporation of India Limited,1,0.01,Power Grid Corporation of India
New Power Host Ltd.,1,0.01,New Power Host
Datacenter PPNT,1,0.01,Datacenter PPNT
SafeDX,1,0.01,SafeDX
Casablanca Datacentre,1,0.01,Casablanca Datacentre
PremierDC Veri Merkezi A.S.,1,0.01,PremierDC Veri Merkezi
Pure Data Centres Group Ltd/SEGRO Plc,1,0.01,SEGRO
Creattiva Datacenter,1,0.01,Creattiva Datacenter
Prescient Data Centres Ltd.,1,0.01,Prescient Data Centres
Prime Telecom SRL,1,0.01,Prime Telecom
Profisol Telecom S.R.L.,1,0.01,Profisol Telecom
"Poolside, Inc.",1,0.01,Poolside
Strategic Real Estate Partners,1,0.01,Strategic Real Estate Partners
Project West WHP - GA LLC,1,0.01,Project West WHP - GA
Prometey OOO,1,0.01,Prometey
Pronet sh.p.k.,1,0.01,Pronet sh.p.k
PublicNic TR,1,0.01,PublicNic TR
PudLink,1,0.01,PudLink
Data Galaxy,1,0.01,Data Galaxy
"Fujian Douxun Technology Co., Ltd.",1,0.01,Fujian Douxun Technology
Future Digital Ltd,1,0.01,Future Digital
American Real Estate Partners,1,0.01,American Real Estate Partners
Data Centre 220,1,0.01,Data Centre 220
South Eastern Data Center Inc.,1,0.01,South Eastern Data Center
PowerTransitions LLC,1,0.01,PowerTransitions
Qupra Wholesale,1,0.01,Qupra Wholesale
Rack & Data,1,0.01,Rack and Data
UAB Interneto Vizija,1,0.01,UAB Interneto Vizija
Rackstore,1,0.01,Rackstore
WEBdev,1,0.01,WEBdev
Raduga,1,0.01,Raduga
"Alvarez & Marsal Property Investments, LLC",1,0.01,Alvarez and Marsal Property Investments
EdgeMicro Corp.,1,0.01,EdgeMicro
OOO Rambler Telecom,1,0.01,OOO Rambler Telecom
Datacate,1,0.01,Datacate
Unit-It Dienstleistungs GmbH,1,0.01,Unit-It Dienstleistungs
Raya Data Center,1,0.01,Raya Data Center
Rackbank Datacenters Private Limited,1,0.01,Rackbank Datacenters
Upstreamnet Communications GmbH,1,0.01,Upstreamnet Communications
DataCorpore,1,0.01,DataCorpore
Real Comm srl,1,0.01,Real Comm
Vescnet Provedores Do Brasil,1,0.01,Vescnet Provedores Do Brasil
1Telecom Servicos de Tecnologia em Internet Ltda,1,0.01,1Telecom Servicos de Tecnologia em Internet Ltda
Red Ace Capital Management Series XI Investors LLC,1,0.01,Red Ace Capital Management Series XI Investors
"Red Wolf, LLC",1,0.01,Red Wolf
REDtone Mobile Sdn. Bhd.,1,0.01,REDtone Mobile Sdn. Bhd
Dynamite Blockchain Corp.,1,0.01,Dynamite Blockchain
Relaix Networks Gmbh,1,0.01,Relaix Networks
Wildcard Networks,1,0.01,Wildcard Networks
Datar Gmbh,1,0.01,Datar
RENATA,1,0.01,RENATA
Keliweb S.R.L.,1,0.01,Keliweb
Sport Management and Consulting Agency,1,0.01,Sport Management and Consulting Agency
Red Fox Solutions Group,1,0.01,Red Fox Solutions Group
Riigi IT Keskus,1,0.01,Riigi IT Keskus
Emmex Limited,1,0.01,Emmex
Acorn Technology Corporation,1,0.01,Acorn Technology
Háskóli Íslands,1,0.01,Háskóli Íslands
Detecon Al Saudia Co. Ltd.,1,0.01,Detecon Al Saudia
King Saud bin Abdulaziz University for Health Sciences,1,0.01,King Saud bin Abdulaziz University for Health Sciences
NashirNet,1,0.01,NashirNet
Hexam2,1,0.01,Hexam2
Takoda Data Centers,1,0.01,Takoda Data Centers
CENTRA Digital Interconnect,1,0.01,CENTRA Digital Interconnect
Taylor & Mathis Inc.,1,0.01,Taylor and Mathis
Rockan Data Center Ab,1,0.01,Rockan Data Center
DataPoint,1,0.01,DataPoint
Kineticor Resource Corp.,1,0.01,Kineticor Resource
Enne Solutions B.V.,1,0.01,Enne Solutions
Rogers Capital Ltd,1,0.01,Rogers Capital
Romarg Srl,1,0.01,Romarg
Wind Tre Italia S.P.A.,1,0.01,Wind Tre Italia
Sipro,1,0.01,Sipro
Willam Darryl Edwards Living Trust,1,0.01,Willam Darryl Edwards Living
"Affordable Internet Services Online, Inc.",1,0.01,Affordable Internet Services Online
Easynet Nederland B.V.,1,0.01,Easynet Nederland
i3D.net B.V.,1,0.01,i3D.net
Bytesnet B.V.,1,0.01,Bytesnet
GreenScale Data Centres Ltd.,1,0.01,GreenScale Data Centres
JSC RTComm.RU,1,0.01,JSC RTComm.RU
RTComm-Siberia,1,0.01,RTComm-Siberia
"Zhengzhou Gainet Network Technology Co.,Ltd",1,0.01,Zhengzhou Gainet Network Technology
Ezditek,1,0.01,Ezditek
Data Core Innovations,1,0.01,Data Core Innovations
RUWeb,1,0.01,RUWeb
Rivne Region Internet Association,1,0.01,Rivne Region Internet Association
"Ryomo Internet Data Center Co., Ltd.",1,0.01,Ryomo Internet Data Center
Peter-Service,1,0.01,Peter-Service
S3 Company Ltd.,1,0.01,S3
inexio Informationstechnologie und Telekommunikation GmbH,1,0.01,inexio Informationstechnologie und Telekommunikation
Lanset America Corporation,1,0.01,Lanset America
"Nii Sokb, Ooo",1,0.01,Nii Sokb
Saglayici,1,0.01,Saglayici
AGS Corporation,1,0.01,AGS
Techno-Z9,1,0.01,Techno-Z9
Xneelo (Pty) Ltd,1,0.01,Xneelo
Samz Broadband Networx,1,0.01,Samz Broadband Networx
"SimpleNet, Inc.",1,0.01,SimpleNet
Instituto Costarricense de Electricidad,1,0.01,Instituto Costarricense de Electricidad
TIER4 SERVICES,1,0.01,TIER4 SERVICES
Critical Colocation,1,0.01,Critical Colocation
Hub Critical Networks Inc,1,0.01,Hub Critical Networks
"Digital West Networks, Inc.",1,0.01,Digital West Networks
G2K Hosting,1,0.01,G2K Hosting
Zen Internet Limited,1,0.01,Zen Internet
Key-Systems Datacenter GmbH,1,0.01,Key-Systems Datacenter
ChinaUnicom,1,0.01,ChinaUnicom
Arista Networks Inc,1,0.01,Arista Networks
Hosting.cl,1,0.01,Hosting.cl
IPXON Networks,1,0.01,IPXON Networks
WireNet Chile,1,0.01,WireNet Chile
Irix,1,0.01,Irix
Ole,1,0.01,Ole
CDZNET,1,0.01,CDZNET
CityNAP,1,0.01,CityNAP
SATC Co-Location Services,1,0.01,SATC Co-Location Services
Siteb Data,1,0.01,Siteb Data
Sabre56,1,0.01,Sabre56
Exim Host srl,1,0.01,Exim Host
Scalemax,1,0.01,Scalemax
Scaleup Technologies Gmbh & Co. Kg,1,0.01,Scaleup Technologies Gmbh and Co. Kg
Scandinavian Data Centers AB,1,0.01,Scandinavian Data Centers
South China Advanced Material Innovation Park,1,0.01,South China Advanced Material Innovation Park
SparkStation,1,0.01,SparkStation
"CariNet, Inc.",1,0.01,CariNet
Adtaq Internet,1,0.01,Adtaq Internet
Bothell Data Services,1,0.01,Bothell Data Services
Pacific Internet,1,0.01,Pacific Internet
CherryRoad Technologies Inc.,1,0.01,CherryRoad Technologies
Kedia Infotech Ltd.,1,0.01,Kedia Infotech
Secure Data Center Aps,1,0.01,Secure Data Center
"Technology Solutions of SC, Inc.",1,0.01,Technology Solutions of SC
senseLAN,1,0.01,senseLAN
Skali Group,1,0.01,Skali Group
SerinIX,1,0.01,SerinIX
Sundsvall Energi AB,1,0.01,Sundsvall Energi
Server,1,0.01,Server
Fastnet,1,0.01,Fastnet
Servicios Informaticos Hostname,1,0.01,Servicios Informaticos Hostname
Severen-Volga,1,0.01,Severen-Volga
Axión Infraestructuras de Telecomunicaciones S.A.U.,1,0.01,Axión Infraestructuras de Telecomunicaciones S.A.U
JTC Corporation,1,0.01,JTC
iConz Digital,1,0.01,iConz Digital
HDC Data Centre Limited,1,0.01,HDC Data Centre
Powerware Systems Sdn. Bhd.,1,0.01,Powerware Systems Sdn. Bhd
"Jinggong Group Co., Ltd.",1,0.01,Jinggong Group
HOLDING XEFI SARL/XEFI Software,1,0.01,HOLDING XEFI SARL/XEFI Software
HOLDING XEFI SARL,1,0.01,HOLDING XEFI
Safe House Data Center,1,0.01,Safe House Data Center
Shenzhen Stock Exchange,1,0.01,Shenzhen Stock Exchange
Leaguer Newspapers,1,0.01,Leaguer Newspapers
Founder Holdings Limited,1,0.01,Founder
Luxxfolio Holdings Inc.,1,0.01,Luxxfolio
"Sichuan Shutian Information Technology Co., Ltd.",1,0.01,Sichuan Shutian Information Technology
OJSC Sibirtelecom,1,0.01,OJSC Sibirtelecom
Sibmain,1,0.01,Sibmain
Le Groupe Sigma,1,0.01,Le Groupe Sigma
Blackpool Council,1,0.01,Blackpool Council
Sotea A/S,1,0.01,Sotea A/S
HPC Data Centres,1,0.01,HPC Data Centres
Simbanet Com Ltd,1,0.01,Simbanet Com
"Simple Helix, LLC",1,0.01,Simple Helix
Simplex,1,0.01,Simplex
Awan Data Centre Pte. Ltd,1,0.01,Awan Data Centre
Racks Central Pte Ltd.,1,0.01,Racks Central
ViewQwest Pte Ltd.,1,0.01,ViewQwest
SIS Hosting,1,0.01,SIS Hosting
SUPERNAP,1,0.01,SUPERNAP
Ellis Partners LLC,1,0.01,Ellis Partners
"SK Telecom Co., Ltd.",1,0.01,SK Telecom
NAVISITE OPCO LLC,1,0.01,NAVISITE OPCO
"Korea Investment Real Asset Management Co., Ltd.",1,0.01,Korea Investment Real Asset Management
Sabah Net Sdn Bhd,1,0.01,Sabah Net
Telepoint Ltd.,1,0.01,Telepoint
Tas France Eurl,1,0.01,Tas France Eurl
China IDCW,1,0.01,China IDCW
Solcon Internetdiensten N.V.,1,0.01,Solcon Internetdiensten
Soft Mining,1,0.01,Soft Mining
Sostradata,1,0.01,Sostradata
"Aunalytics, Inc.",1,0.01,Aunalytics
"South Point Phase II, LLC",1,0.01,South Point Phase II
BBP Telecom,1,0.01,BBP Telecom
"CMA Consultoria, Métodos, Assessoria e Mercantil S/A",1,0.01,"CMA Consultoria, Métodos, Assessoria e Mercantil S/A"
Horizons Telecomunicacoes E Tecnologia S.A.,1,0.01,Horizons Telecomunicacoes E Tecnologia
Sianet Business Hosting,1,0.01,Sianet Business Hosting
Odata S.A.,1,0.01,Odata
"Cielo Digital Infrastructure, LLC",1,0.01,Cielo Digital Infrastructure
LightHouse Data Centers LLC,1,0.01,LightHouse Data Centers
Speedbone Internet & Connectivity GmbH,1,0.01,Speedbone Internet and Connectivity
Sprint Data Center,1,0.01,Sprint Data Center
Idash Group Ltd,1,0.01,Idash Group
IO-Hosts,1,0.01,IO-Hosts
PiN Telecom,1,0.01,PiN Telecom
St. Petersburg Payphones,1,0.01,St. Petersburg Payphones
Bitrail Inc.,1,0.01,Bitrail
Stack Kazan,1,0.01,Stack Kazan
"Omega Systems Consultants, Inc.",1,0.01,Omega Systems Consultants
Jigowatt,1,0.01,Jigowatt
"Huntleigh Telecommunications Group, Inc.",1,0.01,Huntleigh Telecommunications Group
Ngn Bilgi Teknolojileri Veri Merkezi Hizmetleri Ve Danismanlik Anonim Sirketi,1,0.01,Ngn Bilgi Teknolojileri Veri Merkezi Hizmetleri Ve Danismanlik Anonim Sirketi
Star Vault AB (publ),1,0.01,Star Vault
Cloud Vault S.r.l.,1,0.01,Cloud Vault
"Borderplex Digital Assets, Llc",1,0.01,Borderplex Digital Assets
STELLAR-IX S.A.,1,0.01,STELLAR-IX
RSC Investment Management,1,0.01,RSC Investment Management
"Stratus Technologies, Inc.",1,0.01,Stratus Technologies
Technidata It Ag,1,0.01,Technidata It
Sudatel Telecom Group Limited,1,0.01,Sudatel Telecom Group
AboutBit Inc.,1,0.01,AboutBit
Big Watt Digital,1,0.01,Big Watt Digital
Sunbreak Electronics,1,0.01,Sunbreak Electronics
Super Effort Technology,1,0.01,Super Effort Technology
Superb Internet Corporation,1,0.01,Superb Internet
SC3,1,0.01,SC3
Supernet Limited,1,0.01,Supernet
Surfplanet Gmbh,1,0.01,Surfplanet
Aegis Data Ltd,1,0.01,Aegis Data
Invesco Real Estate Limited,1,0.01,Invesco Real Estate
"City of Sweeny, Texas",1,0.01,"City of Sweeny, Texas"
Swiss Data Safe Ag,1,0.01,Swiss Data Safe
Swisscolocation,1,0.01,Swisscolocation
Nexon Asia Pacific Pty. Ltd.,1,0.01,Nexon Asia Pacific
Uk Dedicated Servers Ltd.,1,0.01,Uk Dedicated Servers
"Ingenuity, Inc.",1,0.01,Ingenuity
